set,cost,key,traits,health,attackDamage,damagePerSecond,attackRange,attackSpeed,armor,magicalResistance,skill.startingMana,skill.skillMana,skill.stats
6,"[5, 14, 44]",Galio,"['Socialite', 'Colossus', 'Bodyguard']","[1800, 3240, 5832]","[110, 198, 356]","[72, 129, 231]",1,0.65,70,70,200,300,"[200, 300, 9001]"
6,"[3, 8, 26]",Gangplank,"['Mercenary', 'Twinshot']","[750, 1350, 2430]","[75, 135, 243]","[56, 101, 182]",1,0.75,40,40,0,50,"[110, 150, 200]"
6,"[1, 3, 9]",Garen,"['Academy', 'Protector']","[650, 1170, 2106]","[70, 126, 227]","[39, 69, 125]",1,0.55,40,40,50,90,"[15, 15, 15]"
6,"[1, 3, 9]",Graves,"['Academy', 'Twinshot']","[750, 1350, 2430]","[65, 117, 211]","[36, 64, 116]",1,0.55,40,40,50,100,"[150, 250, 400]"
6,"[3, 8, 26]",Heimerdinger,"['Yordle', 'Scholar', 'Innovator']","[650, 1170, 2106]","[45, 81, 146]","[29, 53, 95]",4,0.65,35,35,0,50,"[70, 100, 150]"
6,"[1, 3, 9]",Illaoi,"['Mercenary', 'Bruiser']","[700, 1260, 2268]","[70, 126, 227]","[39, 69, 125]",1,0.55,40,40,40,80,"[200, 325, 550]"
6,"[4, 11, 35]",Janna,"['Scrap', 'Enchanter', 'Scholar']","[700, 1260, 2268]","[50, 90, 162]","[35, 63, 113]",3,0.7,30,30,80,180,"[275, 350, 1000]"
6,"[5, 14, 44]",Jayce,"['Enforcer', 'Transformer', 'Innovator']","[1000, 1800, 3240]","[90, 162, 292]","[68, 122, 219]",1,0.75,30,30,0,60,
6,"[4, 11, 35]",Jhin,"['Clockwork', 'Sniper']","[700, 1260, 2268]","[90, 162, 292]","[81, 146, 263]",5,0.9,30,30,0,70,"[150, 200, 300]"
6,"[5, 14, 44]",Jinx,"['Scrap', 'Sister', 'Twinshot']","[888, 1598.4, 2877.1200000000003]","[88, 158, 285]","[88, 158, 285]",4,1.0,35,35,0,99,"[450, 700, 8888]"
6,"[5, 14, 44]",KaiSa,"['Mutant', 'Challenger']","[850, 1530, 2754]","[60, 108, 194]","[66, 119, 213]",3,1.1,30,30,75,150,"[12, 18, 100]"
6,"[1, 3, 9]",Kassadin,"['Mutant', 'Protector']","[650, 1170, 2106]","[50, 90, 162]","[33, 59, 105]",1,0.65,35,35,60,100,"[250, 325, 400]"
6,"[2, 5, 17]",Katarina,"['Academy', 'Assassin']","[700, 1260, 2268]","[50, 90, 162]","[35, 63, 113]",1,0.7,25,25,0,40,"[160, 200, 250]"
6,"[2, 5, 17]",KogMaw,"['Mutant', 'Twinshot', 'Sniper']","[550, 990, 1782.0000000000002]","[35, 63, 113]","[21, 38, 68]",4,0.6,20,20,0,30,"[8, 8, 8]"
6,"[3, 8, 26]",Leona,"['Academy', 'Bodyguard']","[850, 1530, 2754]","[50, 90, 162]","[30, 54, 97]",1,0.6,50,50,75,125,"[400, 650, 1000]"
6,"[3, 8, 26]",Lissandra,"['Chemtech', 'Scholar']","[750, 1350, 2430]","[50, 90, 162]","[30, 54, 97]",2,0.6,30,30,70,120,"[250, 325, 550]"
6,"[2, 5, 17]",Lulu,"['Yordle', 'Enchanter']","[600, 1080, 1944.0000000000002]","[40, 72, 130]","[26, 47, 85]",3,0.65,25,25,60,125,"[325, 350, 375]"
6,"[4, 11, 35]",Lux,"['Academy', 'Arcanist']","[750, 1350, 2430]","[45, 81, 146]","[34, 61, 110]",4,0.75,25,25,0,60,"[225, 375, 900]"
6,"[3, 8, 26]",Malzahar,"['Mutant', 'Arcanist']","[650, 1170, 2106]","[40, 72, 130]","[26, 47, 85]",4,0.65,30,30,30,60,"[650, 850, 1100]"
6,"[3, 8, 26]",MissFortune,"['Mercenary', 'Sniper']","[650, 1170, 2106]","[60, 108, 194]","[42, 76, 136]",4,0.7,25,25,40,80,"[275, 375, 600]"
6,"[4, 11, 35]",Orianna,"['Clockwork', 'Enchanter']","[750, 1350, 2430]","[50, 90, 162]","[38, 68, 122]",4,0.75,30,30,50,130,"[100, 150, 400]"
6,"[1, 3, 9]",Poppy,"['Yordle', 'Bodyguard']","[650, 1170, 2106]","[60, 108, 194]","[33, 59, 107]",1,0.55,40,40,50,100,"[180, 210, 240]"
6,"[2, 5, 17]",Quinn,"['Mercenary', 'Challenger']","[550, 990, 1782.0000000000002]","[60, 108, 194]","[42, 76, 136]",4,0.7,20,20,70,140,"[200, 300, 700]"
6,"[3, 8, 26]",Samira,"['Imperial', 'Challenger']","[700, 1260, 2268]","[75, 135, 243]","[53, 95, 170]",3,0.7,25,25,0,35,"[10, 15, 20]"
6,"[4, 11, 35]",Seraphine,"['Socialite', 'Innovator']","[750, 1350, 2430]","[40, 72, 130]","[28, 50, 91]",4,0.7,30,30,80,150,"[275, 450, 1200]"
6,"[3, 8, 26]",Shaco,"['Syndicate', 'Assassin']","[700, 1260, 2268]","[80, 144, 259]","[60, 108, 194]",1,0.75,25,25,40,80,"[185, 185, 185]"
6,"[1, 3, 9]",Singed,"['Chemtech', 'Innovator']","[650, 1170, 2106]","[60, 108, 194]","[33, 59, 107]",1,0.55,40,40,100,150,"[125, 175, 250]"
6,"[4, 11, 35]",Sion,"['Imperial', 'Colossus', 'Protector']","[1850, 3330, 5994]","[100, 180, 324]","[60, 108, 194]",1,0.6,60,60,125,200,"[125, 200, 500]"
6,"[2, 5, 17]",Swain,"['Imperial', 'Arcanist']","[800, 1440, 2592]","[45, 81, 146]","[27, 49, 88]",2,0.6,45,45,40,85,"[250, 340, 480]"
6,"[5, 14, 44]",TahmKench,"['Glutton', 'Mercenary', 'Bruiser']","[1000, 1800, 3240]","[80, 144, 259]","[44, 79, 142]",1,0.55,60,60,30,60,"[850, 1350, 30000]"
6,"[2, 5, 17]",Talon,"['Imperial', 'Assassin']","[650, 1170, 2106]","[50, 90, 162]","[35, 63, 113]",1,0.7,25,25,0,0,"[425, 600, 900]"
6,"[3, 8, 26]",Taric,"['Socialite', 'Enchanter']","[800, 1440, 2592]","[50, 90, 162]","[30, 54, 97]",1,0.6,50,50,50,100,"[325, 425, 600]"
6,"[2, 5, 17]",Tristana,"['Yordle', 'Sniper']","[600, 1080, 1944.0000000000002]","[55, 99, 178]","[41, 74, 134]",5,0.75,20,20,0,60,"[200, 210, 225]"
6,"[2, 5, 17]",Trundle,"['Scrap', 'Bruiser']","[700, 1260, 2268]","[70, 126, 227]","[53, 95, 170]",1,0.75,40,40,40,70,"[20, 25, 40]"
6,"[1, 3, 9]",TwistedFate,"['Syndicate', 'Arcanist']","[500, 900, 1620]","[40, 72, 130]","[26, 47, 85]",3,0.65,20,20,0,40,"[155, 205, 275]"
6,"[1, 3, 9]",Twitch,"['Chemtech', 'Assassin']","[450, 810, 1458]","[50, 90, 162]","[35, 63, 113]",3,0.7,15,15,0,35,"[125, 135, 150]"
6,"[4, 11, 35]",Urgot,"['Chemtech', 'Twinshot']","[800, 1440, 2592]","[70, 126, 227]","[46, 82, 148]",3,0.65,30,30,0,50,"[5, 5, 10]"
6,"[5, 14, 44]",Veigar,['YordleLord'],"[800, 1440, 2592]","[45, 81, 146]","[36, 65, 117]",4,0.8,25,25,0,75,"[20, 30, 99]"
6,"[3, 8, 26]",Vex,"['Yordle', 'Arcanist']","[850, 1530, 2754]","[50, 90, 162]","[30, 54, 97]",2,0.6,40,40,50,100,"[525, 675, 850]"
6,"[2, 5, 17]",Vi,"['Enforcer', 'Sister', 'Bruiser']","[700, 1260, 2268]","[70, 126, 227]","[46, 82, 148]",1,0.65,40,40,0,50,"[250, 375, 600]"
6,"[5, 14, 44]",Viktor,"['Chemtech', 'Arcanist']","[850, 1530, 2754]","[50, 90, 162]","[40, 72, 130]",4,0.8,35,35,0,140,"[360, 420, 1500]"
6,"[2, 5, 17]",Warwick,"['Chemtech', 'Challenger']","[750, 1350, 2430]","[50, 90, 162]","[40, 72, 130]",1,0.8,40,40,0,0,"[7, 9, 12]"
6,"[4, 11, 35]",Yone,"['Academy', 'Challenger']","[900, 1620, 2916]","[90, 162, 292]","[77, 138, 248]",1,0.85,40,40,50,100,"[4, 5, 15]"
6,"[5, 14, 44]",Yuumi,"['Academy', 'Cuddly', 'Scholar']","[800, 1440, 2592]","[50, 90, 162]","[40, 72, 130]",4,0.8,30,30,80,200,"[45, 80, 247]"
6,"[3, 8, 26]",Zac,"['Chemtech', 'Bruiser']","[800, 1440, 2592]","[70, 126, 227]","[42, 76, 136]",1,0.6,45,45,60,100,"[400, 525, 999]"
6,"[1, 3, 9]",Ziggs,"['Scrap', 'Yordle', 'Arcanist']","[500, 900, 1620]","[50, 90, 162]","[30, 54, 97]",4,0.6,15,15,0,60,"[300, 400, 550]"
6,"[2, 5, 17]",Zilean,"['Clockwork', 'Innovator']","[600, 1080, 1944.0000000000002]","[40, 72, 130]","[24, 43, 78]",4,0.6,20,20,40,80,"[250, 350, 700]"
6,"[2, 5, 17]",Zyra,"['Syndicate', 'Scholar']","[600, 1080, 1944.0000000000002]","[50, 90, 162]","[35, 63, 113]",4,0.7,20,20,60,120,"[325, 450, 675]"
7,"[1, 3, 9]",Aatrox,"['Shimmerscale', 'Warrior']","[650, 1170, 2106]","[65, 98, 146]","[42, 64, 95]",1,0.65,45,45,50,100,"[275, 305, 385]"
7,"[3, 8, 26]",Anivia,"['Jade', 'Evoker', 'Legend']","[650, 1170, 2106]","[40, 60, 90]","[28, 42, 63]",4,0.7,25,25,40,80,"[325, 475, 750]"
7,"[10, 29, 89]",AoShin,"['Tempest', 'Dragons']","[1000, 1800, 3240]","[60, 90, 135]","[48, 72, 108]",4,0.8,50,50,0,160,"[225, 385, 2500]"
7,"[2, 5, 17]",Ashe,"['Jade', 'Swiftshot', 'Dragonmancer']","[600, 1080, 1944.0000000000002]","[50, 75, 113]","[35, 53, 79]",4,0.7,20,20,40,90,"[125, 175, 225]"
7,"[10, 29, 89]",AurelionSol,"['Astral', 'Dragons', 'Evoker']","[1000, 1800, 3240]","[60, 90, 135]","[45, 68, 101]",4,0.75,50,50,0,60,"[375, 625, 5000]"
7,"[5, 14, 44]",Bard,"['Guild', 'Mystic', 'Bard']","[850, 1530, 2754]","[60, 90, 135]","[42, 63, 95]",4,0.7,40,40,160,240,"[1, 25, 2, 15]"
7,"[2, 5, 17]",Braum,"['Scalescorn', 'Guardian']","[800, 1440, 2592]","[70, 105, 158]","[42, 63, 95]",1,0.6,60,60,30,60,"[60, 70, 80]"
7,"[4, 11, 35]",Corki,"['Revel', 'Cannoneer']","[750, 1350, 2430]","[75, 113, 169]","[53, 79, 118]",4,0.7,30,30,20,80,"[50, 70, 200]"
7,"[3, 8, 26]",Diana,"['Scalescorn', 'Assassin']","[700, 1260, 2268]","[50, 75, 113]","[38, 56, 85]",1,0.75,35,35,50,100,"[5, 6, 7]"
7,"[8, 23, 71]",Daeja,"['Mirage', 'Dragons']","[900, 1620, 2916]","[20, 30, 45]","[12, 18, 27]",4,0.6,30,30,0,100,"[20, 35, 150]"
7,"[8, 23, 71]",Idas,"['Shimmerscale', 'Guardian', 'Dragons']","[1100, 1980, 3564.0000000000005]","[100, 150, 225]","[55, 83, 124]",1,0.55,50,50,80,160,"[35, 55, 300]"
7,"[8, 23, 71]",ShiOhYu,"['Jade', 'Mystic', 'Dragons']","[900, 1620, 2916]","[90, 135, 203]","[68, 101, 152]",1,0.75,70,70,30,90,"[250, 275, 1000]"
7,"[8, 23, 71]",Syfen,"['Whispers', 'Bruiser', 'Dragons']","[1100, 1980, 3564.0000000000005]","[100, 150, 225]","[55, 83, 124]",1,0.55,60,60,120,175,"[150, 170, 450]"
7,"[3, 8, 26]",Elise,"['Whispers', 'Shapeshifter']","[650, 1170, 2106]","[50, 75, 113]","[38, 56, 85]",2,0.75,35,35,0,40,"[230, 270, 310]"
7,"[1, 3, 9]",Ezreal,"['Tempest', 'Swiftshot']","[500, 900, 1620]","[35, 53, 79]","[23, 34, 51]",3,0.65,15,15,0,40,"[200, 250, 325]"
7,"[2, 5, 17]",Gnar,"['Jade', 'Shapeshifter']","[650, 1170, 2106]","[50, 75, 113]","[33, 49, 73]",2,0.65,40,40,0,70,"[50, 80, 150]"
7,"[4, 11, 35]",Hecarim,"['Ragewing', 'Cavalier']","[900, 1620, 2916]","[60, 90, 135]","[45, 68, 101]",1,0.75,60,60,60,105,"[150, 250, 1000]"
7,"[1, 3, 9]",Heimerdinger,"['Trainer', 'Mage']","[500, 900, 1620]","[40, 60, 90]","[26, 39, 59]",4,0.65,15,15,50,100,"[225, 325, 475]"
7,"[3, 8, 26]",Illaoi,"['Astral', 'Bruiser']","[750, 1350, 2430]","[55, 83, 124]","[33, 50, 74]",1,0.6,50,50,50,100,"[125, 175, 250]"
7,"[2, 5, 17]",Jinx,"['Revel', 'Cannoneer']","[550, 990, 1782.0000000000002]","[60, 90, 135]","[42, 63, 95]",4,0.7,20,20,50,100,"[250, 400, 600]"
7,"[1, 3, 9]",Karma,"['Jade', 'Dragonmancer']","[500, 900, 1620]","[40, 60, 90]","[28, 42, 63]",4,0.7,20,20,0,50,"[210, 280, 350]"
7,"[2, 5, 17]",Kayn,"['Ragewing', 'Shimmerscale', 'Assassin']","[750, 1350, 2430]","[60, 90, 135]","[45, 68, 101]",1,0.75,35,35,0,30,"[90, 150, 275]"
7,"[3, 8, 26]",LeeSin,"['Tempest', 'Dragonmancer']","[800, 1440, 2592]","[55, 83, 124]","[41, 62, 93]",1,0.75,45,45,30,90,"[295, 375, 495]"
7,"[1, 3, 9]",Leona,"['Mirage', 'Guardian']","[650, 1170, 2106]","[75, 113, 169]","[41, 62, 93]",1,0.55,45,45,40,80,"[30, 40, 80]"
7,"[2, 5, 17]",Lillia,"['Scalescorn', 'Cavalier', 'Mage']","[750, 1350, 2430]","[40, 60, 90]","[28, 42, 63]",1,0.7,40,40,0,50,"[190, 240, 320]"
7,"[3, 8, 26]",Lulu,"['Trainer', 'Mystic', 'Evoker']","[650, 1170, 2106]","[40, 60, 90]","[28, 42, 63]",3,0.7,25,25,75,150,"[3, 4, 5]"
7,"[2, 5, 17]",Nami,"['Astral', 'Mystic', 'Mage']","[600, 1080, 1944.0000000000002]","[40, 60, 90]","[26, 39, 59]",3,0.65,20,20,50,90,"[150, 180, 210]"
7,"[4, 11, 35]",Neeko,"['Jade', 'Shapeshifter']","[1000, 1800, 3240]","[60, 90, 135]","[42, 63, 95]",2,0.7,20,20,0,150,"[275, 400, 2000]"
7,"[1, 3, 9]",Nidalee,"['Astral', 'Shapeshifter']","[550, 990, 1782.0000000000002]","[55, 83, 124]","[39, 58, 87]",4,0.7,30,30,0,50,"[40, 40, 40]"
7,"[3, 8, 26]",Nunu,"['Mirage', 'Cavalier']","[850, 1530, 2754]","[65, 98, 146]","[36, 54, 80]",1,0.55,50,50,40,100,"[300, 500, 800]"
7,"[3, 8, 26]",Olaf,"['Scalescorn', 'Bruiser', 'Warrior']","[800, 1440, 2592]","[55, 83, 124]","[39, 58, 87]",1,0.7,50,50,0,60,"[35, 50, 75]"
7,"[4, 11, 35]",Ornn,"['Tempest', 'Bruiser', 'Legend']","[1000, 1800, 3240]","[60, 90, 135]","[36, 54, 81]",1,0.6,60,60,80,180,"[150, 250, 1000]"
7,"[5, 14, 44]",Pyke,"['Whispers', 'Assassin']","[900, 1620, 2916]","[70, 105, 158]","[70, 105, 158]",1,1.0,40,40,0,50,"[375, 475, 15000]"
7,"[2, 5, 17]",Qiyana,"['Tempest', 'Assassin']","[650, 1170, 2106]","[50, 75, 113]","[38, 56, 85]",1,0.75,30,30,40,100,"[200, 275, 375]"
7,"[3, 8, 26]",Ryze,"['Guild', 'Mage']","[600, 1080, 1944.0000000000002]","[40, 60, 90]","[28, 42, 63]",4,0.7,25,25,0,20,"[180, 260, 420]"
7,"[1, 3, 9]",Sejuani,"['Guild', 'Cavalier']","[650, 1170, 2106]","[60, 90, 135]","[33, 50, 74]",1,0.55,40,40,50,90,"[1, 5, 1, 75, 2]"
7,"[1, 3, 9]",Senna,"['Ragewing', 'Cannoneer']","[500, 900, 1620]","[50, 75, 113]","[35, 53, 79]",4,0.7,15,15,30,90,"[300, 500, 700]"
7,"[1, 3, 9]",Sett,"['Ragewing', 'Dragonmancer']","[650, 1170, 2106]","[65, 98, 146]","[46, 69, 102]",1,0.7,40,40,30,60,"[50, 60, 80]"
7,"[2, 5, 17]",Shen,"['Ragewing', 'Bruiser', 'Warrior']","[800, 1440, 2592]","[60, 90, 135]","[42, 63, 95]",1,0.7,45,45,60,105,"[2, 5, 3, 4]"
7,"[10, 29, 89]",Shyvana,"['Ragewing', 'Dragons', 'Shapeshifter']","[1000, 1800, 3240]","[140, 210, 315]","[112, 168, 252]",1,0.8,70,70,15,60,"[1050, 1650, 30000]"
7,"[1, 3, 9]",Skarner,"['Astral', 'Bruiser']","[650, 1170, 2106]","[55, 83, 124]","[33, 50, 74]",1,0.6,45,45,40,90,"[300, 360, 420]"
7,"[4, 11, 35]",Sona,"['Revel', 'Evoker']","[750, 1350, 2430]","[40, 60, 90]","[28, 42, 63]",4,0.7,30,30,100,160,"[250, 375, 1000]"
7,"[5, 14, 44]",Soraka,"['Jade', 'Starcaller']","[800, 1440, 2592]","[40, 60, 90]","[28, 42, 63]",4,0.7,30,30,60,180,"[120, 180, 1000]"
7,"[3, 8, 26]",Swain,"['Ragewing', 'Dragonmancer', 'Shapeshifter']","[600, 1080, 1944.0000000000002]","[45, 68, 101]","[31, 48, 71]",4,0.7,30,30,0,45,"[65, 105, 165]"
7,"[3, 8, 26]",Sylas,"['Whispers', 'Bruiser', 'Mage']","[750, 1350, 2430]","[60, 90, 135]","[36, 54, 81]",1,0.6,45,45,70,140,"[110, 170, 240]"
7,"[1, 3, 9]",TahmKench,"['Revel', 'Bruiser']","[650, 1170, 2106]","[80, 120, 180]","[40, 60, 90]",1,0.5,40,40,60,120,"[240, 250, 275]"
7,"[4, 11, 35]",Talon,"['Guild', 'Assassin']","[800, 1440, 2592]","[60, 90, 135]","[48, 72, 108]",1,0.8,40,40,50,100,"[120, 200, 1200]"
7,"[1, 3, 9]",Taric,"['Jade', 'Guardian']","[700, 1260, 2268]","[70, 105, 158]","[42, 63, 95]",1,0.6,45,45,0,50,"[30, 60, 120]"
7,"[2, 5, 17]",Thresh,"['Whispers', 'Guardian']","[750, 1350, 2430]","[70, 105, 158]","[42, 63, 95]",2,0.6,45,45,150,150,"[250, 400, 800]"
7,"[2, 5, 17]",Tristana,"['Trainer', 'Cannoneer']","[600, 1080, 1944.0000000000002]","[60, 90, 135]","[42, 63, 95]",4,0.7,20,20,0,60,"[140, 170, 210]"
7,"[2, 5, 17]",Twitch,"['Guild', 'Swiftshot']","[550, 990, 1782.0000000000002]","[55, 83, 124]","[39, 58, 87]",3,0.7,20,20,40,80,"[40, 80, 150]"
7,"[3, 8, 26]",Varus,"['Astral', 'Swiftshot']","[650, 1170, 2106]","[55, 83, 124]","[39, 58, 87]",3,0.7,25,25,75,150,"[250, 250, 250]"
7,"[1, 3, 9]",Vladimir,"['Astral', 'Mage']","[700, 1260, 2268]","[40, 60, 90]","[24, 36, 54]",2,0.6,45,45,20,80,"[275, 325, 375]"
7,"[3, 8, 26]",Volibear,"['Shimmerscale', 'Dragonmancer', 'Legend']","[750, 1350, 2430]","[60, 90, 135]","[45, 68, 101]",1,0.75,45,45,0,60,"[110, 160, 225]"
7,"[4, 11, 35]",Xayah,"['Ragewing', 'Swiftshot']","[750, 1350, 2430]","[75, 113, 169]","[56, 85, 127]",3,0.75,25,25,0,75,"[2, 2, 4]"
7,"[5, 14, 44]",Yasuo,"['Mirage', 'Dragonmancer', 'Warrior']","[1000, 1800, 3240]","[90, 135, 203]","[90, 135, 203]",1,1.0,50,50,0,25,"[150, 180, 3000]"
7,"[2, 5, 17]",Yone,"['Mirage', 'Warrior']","[800, 1440, 2592]","[55, 83, 124]","[47, 71, 105]",1,0.85,40,40,0,0,"[90, 140, 215]"
7,"[5, 14, 44]",Zoe,"['Shimmerscale', 'Mage', 'SpellThief']","[800, 1440, 2592]","[45, 68, 101]","[34, 51, 76]",4,0.75,20,20,30,100,
8,"[3, 8, 26]",Alistar,"['OxForce', 'Aegis', 'Mascot']","[800, 1440, 2592]","[50, 75, 113]","[28, 41, 62]",1,0.55,50,50,75,175,"[140, 210, 350]"
8,"[2, 5, 17]",Annie,"['Gadgeteen', 'OxForce', 'Spellslinger']","[750, 1350, 2430]","[40, 60, 90]","[24, 36, 54]",2,0.6,40,40,30,90,"[140, 210, 325]"
8,"[5, 14, 44]",Aphelios,"['Arsenal', 'OxForce', 'Sureshot']","[800, 1440, 2592]","[80, 120, 180]","[72, 108, 162]",4,0.9,30,30,40,140,"[55, 85, 2000]"
8,"[1, 3, 9]",Ashe,"['LaserCorps', 'Recon']","[500, 900, 1620]","[60, 90, 135]","[42, 63, 95]",4,0.7,15,15,0,50,[40]
8,"[4, 11, 35]",AurelionSol,['Threat'],"[850, 1530, 2754]","[40, 60, 90]","[30, 45, 68]",4,0.75,30,30,0,90,"[4, 4, 6]"
8,"[4, 11, 35]",BelVeth,['Threat'],"[1000, 1800, 3240]","[75, 113, 169]","[68, 102, 152]",2,0.9,50,50,0,30,"[20, 30, 150]"
8,"[1, 3, 9]",Blitzcrank,"['ADMIN', 'Brawler']","[650, 1170, 2106]","[65, 98, 146]","[33, 49, 73]",1,0.5,45,45,40,80,"[55, 60, 65]"
8,"[2, 5, 17]",Camille,"['ADMIN', 'Renegade']","[750, 1350, 2430]","[75, 113, 169]","[56, 85, 127]",1,0.75,45,45,0,70,"[210, 210, 210]"
8,"[3, 8, 26]",Chogath,['Threat'],"[950, 1710, 3078]","[60, 90, 135]","[36, 54, 81]",1,0.6,55,55,40,120,"[75, 100, 150]"
8,"[2, 5, 17]",Draven,"['MechaPRIME', 'Ace']","[600, 1080, 1944.0000000000002]","[60, 90, 135]","[45, 68, 101]",4,0.75,15,15,0,80,"[60, 95, 145]"
8,"[4, 11, 35]",Ekko,"['StarGuardian', 'Aegis', 'Prankster']","[1000, 1800, 3240]","[60, 90, 135]","[36, 54, 81]",1,0.6,60,60,75,150,"[550, 700, 3000]"
8,"[2, 5, 17]",Ezreal,"['Underground', 'Recon']","[550, 990, 1782.0000000000002]","[50, 75, 113]","[35, 53, 79]",4,0.7,20,20,0,55,"[30, 40, 55]"
8,"[5, 14, 44]",Fiddlesticks,"['Threat', 'Corrupted']","[1300, 2340, 4212]","[50, 75, 113]","[38, 56, 85]",1,0.75,70,70,66,66,"[1, 1, 5]"
8,"[2, 5, 17]",Fiora,"['OxForce', 'Duelist']","[800, 1440, 2592]","[55, 83, 124]","[44, 66, 99]",1,0.8,50,50,30,80,"[250, 250, 260]"
8,"[1, 3, 9]",Galio,"['Civilian', 'Mascot']","[650, 1170, 2106]","[50, 75, 113]","[28, 41, 62]",1,0.55,45,45,70,140,"[160, 240, 360]"
8,"[1, 3, 9]",Gangplank,"['Supers', 'Duelist']","[650, 1170, 2106]","[45, 68, 101]","[29, 44, 66]",1,0.65,30,30,0,50,"[210, 315, 475]"
8,"[5, 14, 44]",Janna,"['Civilian', 'Forecaster', 'Spellslinger']","[800, 1440, 2592]","[50, 75, 113]","[38, 56, 85]",4,0.75,35,35,70,140,"[65, 95, 1000]"
8,"[3, 8, 26]",Jax,"['MechaPRIME', 'Brawler']","[800, 1440, 2592]","[45, 68, 101]","[36, 54, 81]",1,0.8,50,50,0,0,"[80, 125, 210]"
8,"[2, 5, 17]",Jinx,"['AnimaSquad', 'Prankster']","[550, 990, 1782.0000000000002]","[50, 75, 113]","[35, 53, 79]",4,0.7,20,20,20,80,"[225, 335, 525]"
8,"[3, 8, 26]",Kaisa,"['StarGuardian', 'Recon']","[650, 1170, 2106]","[35, 53, 79]","[28, 42, 63]",4,0.8,25,25,0,60,"[45, 45, 45]"
8,"[1, 3, 9]",Kayle,"['Underground', 'Duelist']","[500, 900, 1620]","[50, 75, 113]","[33, 49, 73]",4,0.65,15,15,0,30,[155]
8,"[3, 8, 26]",Leblanc,"['ADMIN', 'Spellslinger', 'Hacker']","[650, 1170, 2106]","[45, 68, 101]","[31, 48, 71]",4,0.7,30,30,0,60,"[75, 110, 135]"
8,"[2, 5, 17]",LeeSin,"['Supers', 'Heart', 'Brawler']","[700, 1260, 2268]","[60, 90, 135]","[39, 59, 88]",1,0.65,50,50,0,70,"[180, 220, 270]"
8,"[5, 14, 44]",Leona,"['MechaPRIME', 'Renegade', 'Aegis']","[1100, 1980, 3564.0000000000005]","[75, 113, 169]","[53, 79, 118]",1,0.7,60,60,0,75,"[450, 675, 5000]"
8,"[1, 3, 9]",Lulu,"['Gadgeteen', 'Heart']","[500, 900, 1620]","[30, 45, 68]","[21, 31, 48]",4,0.7,15,15,0,50,"[270, 405, 605]"
8,"[1, 3, 9]",Lux,"['StarGuardian', 'Spellslinger']","[500, 900, 1620]","[40, 60, 90]","[28, 42, 63]",4,0.7,15,15,0,60,"[200, 300, 450]"
8,"[2, 5, 17]",Malphite,"['Supers', 'Mascot']","[800, 1440, 2592]","[60, 90, 135]","[30, 45, 68]",1,0.5,45,45,40,80,"[150, 225, 350]"
8,"[4, 11, 35]",MissFortune,"['AnimaSquad', 'Ace']","[750, 1350, 2430]","[60, 90, 135]","[42, 63, 95]",4,0.7,30,30,0,105,"[40, 60, 180]"
8,"[5, 14, 44]",Mordekaiser,"['LaserCorps', 'Ace']","[1100, 1980, 3564.0000000000005]","[70, 105, 158]","[49, 74, 111]",1,0.7,70,70,60,150,"[420, 630, 5555]"
8,"[1, 3, 9]",Nasus,"['AnimaSquad', 'Mascot']","[650, 1170, 2106]","[65, 98, 146]","[42, 64, 95]",1,0.65,40,40,0,60,"[60, 90, 135]"
8,"[3, 8, 26]",Nilah,"['StarGuardian', 'Duelist']","[800, 1440, 2592]","[45, 68, 101]","[31, 48, 71]",1,0.7,50,50,50,125,"[235, 270, 330]"
8,"[5, 14, 44]",Nunu,"['Gadgeteen', 'Mascot']","[1337, 2406.6, 4331.88]","[0, 0, 0]","[0, 0, 0]",1,0.2,60,60,0,90,"[125, 190, 2000]"
8,"[1, 3, 9]",Poppy,"['Gadgeteen', 'Defender']","[650, 1170, 2106]","[60, 90, 135]","[33, 50, 74]",1,0.55,45,45,40,80,"[175, 250, 375]"
8,"[3, 8, 26]",Rammus,['Threat'],"[950, 1710, 3078]","[60, 90, 135]","[36, 54, 81]",1,0.6,55,55,60,120,"[60, 90, 150]"
8,"[2, 5, 17]",Rell,"['StarGuardian', 'Defender']","[800, 1440, 2592]","[60, 90, 135]","[30, 45, 68]",1,0.5,50,50,80,160,"[50, 60, 70]"
8,"[1, 3, 9]",Renekton,"['LaserCorps', 'Brawler']","[650, 1170, 2106]","[50, 75, 113]","[33, 49, 73]",1,0.65,40,40,0,50,"[200, 250, 300]"
8,"[3, 8, 26]",Riven,"['AnimaSquad', 'Brawler', 'Defender']","[700, 1260, 2268]","[50, 75, 113]","[33, 49, 73]",1,0.65,45,45,30,90,"[325, 400, 500]"
8,"[4, 11, 35]",Samira,"['Underground', 'Ace', 'Sureshot']","[700, 1260, 2268]","[70, 105, 158]","[53, 79, 119]",4,0.75,30,30,0,75,"[480, 490, 1250]"
8,"[4, 11, 35]",Sejuani,"['LaserCorps', 'Brawler']","[1000, 1800, 3240]","[60, 90, 135]","[33, 50, 74]",1,0.55,70,70,80,180,"[125, 200, 1200]"
8,"[3, 8, 26]",Senna,"['LaserCorps', 'Sureshot']","[650, 1170, 2106]","[70, 105, 158]","[49, 74, 111]",4,0.7,25,25,0,80,"[170, 180, 190]"
